BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t282,20536.799999999996,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20536.8
t283,20589.699999999997,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20589.7
t284,20200.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20200.4
t285,19761.899999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19761.9
t286,19161.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19161.0
t287,18384.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18384.7
t288,17534.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17534.7
t289,16743.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16743.4
t290,16203.400000000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16203.400000000001
t291,15881.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15881.8
t292,15726.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15726.3
t293,15753.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15753.3
t294,16035.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16035.1
t295,16558.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16558.6
t296,17224.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17224.9
t297,17921.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17921.2
t298,18381.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18381.8
t299,18481.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18481.4
t300,18531.53256869723,0.0,-36.832568697232496,0.0,0.0,0.0,0.0,0.0,0.0,-18494.7
t301,18592.0,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-18487.0
t302,18570.6,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-18465.6
t303,18662.2,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-18557.2
t304,18912.6,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-18807.6
t305,19490.9,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19595.9
t306,20679.899999999994,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20784.899999999998
t307,20787.9,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20892.9
t308,20549.365936348186,71.03406365181155,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20620.399999999998
t309,20218.799999999996,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20218.8
t310,19404.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19404.3
t311,18396.399999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18396.4
t312,17425.000000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17425.0
t313,16748.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16748.6
t314,16431.13256869723,0.0,-36.832568697232496,0.0,0.0,0.0,0.0,0.0,0.0,-16394.3
t315,16301.1,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-16196.1
t316,16261.9,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-16156.9
t317,16532.1,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-16427.1
t318,17516.4,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-17411.4
t319,19092.2,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19197.2
t320,20408.599999999995,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20513.6
t321,20731.1,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20836.1
t322,20883.465936348188,71.03406365181155,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20954.5
t323,20819.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20819.2
t324,20556.099999999995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20556.1
t325,20177.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20177.8
t326,20024.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20024.7
t327,19968.699999999997,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19968.7
t328,20242.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20242.600000000002
t329,20843.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20843.8
t330,22063.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22063.8
t331,22138.699999999997,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22138.7
t332,21779.199999999997,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21779.2
t333,21160.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21160.2
t334,20286.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20286.4
t335,19006.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19006.9
t336,17722.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17722.9
t337,16749.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16749.5
t338,16308.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16308.7
t339,16049.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16049.8
t340,15985.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15985.9
t341,16176.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16176.0
t342,17138.899999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17138.9
t343,18935.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18935.4
t344,20225.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20225.6
t345,20507.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20507.3
t346,20540.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20540.5
t347,20487.199999999997,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20487.2
t348,20342.199999999997,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20342.199999999997
t349,20161.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20161.9
t350,20112.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20112.7
t351,20080.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20080.0
t352,20238.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20238.8
t353,20791.600000000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20791.600000000002
t354,21747.999999999996,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21748.0
t355,21701.099999999995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21701.1
t356,21330.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21330.1
t357,20691.600000000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20691.600000000002
t358,19751.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19751.7
t359,18459.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18459.4
t360,17213.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17213.3
t361,16290.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16290.7
t362,15828.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15828.9
t363,15559.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15559.3
t364,15482.400000000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15482.400000000001
t365,15743.900000000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15743.900000000001
t366,16634.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16634.3
t367,18357.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18357.1
t368,19660.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19660.8
t369,20042.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20042.2
t370,20286.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20286.5
t371,20353.000000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20353.0
t372,20147.700000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20147.7
t373,19938.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19938.9
t374,19872.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19872.3
t375,19826.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19826.3
t376,19948.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19948.2
t377,20525.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20525.6
t378,21514.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21514.1
t379,21535.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21535.0
t380,21150.099999999995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21150.1
t381,20541.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20541.2
t382,19652.699999999997,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19652.7
t383,18441.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18441.4
t384,17243.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17243.9
t385,16455.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16455.9
t386,16061.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16061.2
t387,15878.299999999997,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15878.3
t388,15878.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15878.0
t389,16197.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16197.3
t390,17190.200000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17190.2
t391,18971.099999999995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18971.1
t392,20270.099999999995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20270.1
t393,20525.899999999994,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20525.899999999998
t394,20548.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20548.8
t395,20411.299999999996,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20411.3
t396,20230.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20230.9
t397,20025.300000000003,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20025.3
t398,20080.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20080.4
t399,20190.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20190.8
t400,20508.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20508.5
t401,21049.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21049.5
t402,21985.699999999997,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21985.699999999997
t403,21945.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21945.2
t404,21559.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21559.2
t405,20938.999999999996,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20939.0
t406,19985.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19985.4
t407,18708.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18708.7
t408,17441.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17441.8
t409,16503.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16503.8
t410,16003.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16003.5
t411,15706.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15706.5
t412,15591.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15591.7
t413,15846.900000000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15846.9
t414,16743.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16743.3
t415,18357.399999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18357.399999999998
t416,19570.099999999995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19570.1
t417,20017.500000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20017.5
t418,20348.099999999995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20348.1
t419,20442.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20442.5
t420,20314.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20314.7
t421,20174.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20174.5
t422,20063.699999999997,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20063.7
t423,19963.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19963.9
t424,20004.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20004.0
t425,20483.799999999996,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20483.8
t426,21033.499999999996,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21033.5
t427,20849.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20849.8
t428,20382.699999999997,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20382.7
t429,19828.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19828.8
t430,19080.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19080.2
t431,18040.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18040.2
t432,17025.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17025.6
t433,16132.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16132.5
t434,15596.800000000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15596.8
t435,15345.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15345.5
t436,15256.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15256.8
t437,15347.599999999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15347.599999999999
t438,15717.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15717.5
t439,16384.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16384.9
t440,17175.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17175.1
t441,17977.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17977.1
t442,18581.199999999997,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18581.2
t443,18948.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18948.2
t444,19068.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19068.9
t445,19182.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19182.6
t446,19222.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19222.8
t447,19291.599999999995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19291.6
t448,19473.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19473.2
t449,19943.800000000003,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19943.8
t450,20669.599999999995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20669.6
t451,20636.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20636.2
t452,20260.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20260.3
t453,19824.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19824.7
t454,19180.399999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19180.399999999998
t455,18362.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18362.6
t456,17444.399999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17444.399999999998
t457,16674.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16674.9
t458,16115.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16115.0
t459,15730.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15730.7
t460,15538.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15538.9
t461,15518.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15518.0
t462,15724.699999999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15724.699999999999
t463,16143.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16143.4
t464,16660.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16660.5
t465,17361.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17361.1
t466,18250.299999999996,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18250.3
t467,18966.000000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18966.0
t468,19452.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19452.2
t469,19568.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19568.0
t470,19583.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19583.5
t471,19643.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19643.2
t472,19838.600000000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19838.6
t473,20381.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20381.7
t474,21565.399999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21565.4
t475,21791.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21791.0
t476,21543.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21543.0
t477,21138.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21138.0
t478,20510.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20510.2
t479,19711.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19711.8
t480,18834.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18834.6
t481,18118.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18118.4
t482,17778.06743874488,0.0,-29.967438744881512,0.0,0.0,0.0,0.0,0.0,0.0,-17748.1
t483,17677.6,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-17572.6
t484,17645.4,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-17540.4
t485,17925.9,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-17820.9
t486,18591.600000000002,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-18486.600000000002
t487,19650.434019367913,0.0,-7.0340193679135155,0.0,0.0,0.0,0.0,0.0,0.0,-19643.4
t488,20723.499999999996,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20723.5
t489,21649.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21649.3
t490,22349.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22349.1
t491,22825.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22825.9
t492,23072.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23072.2
t493,23060.599999999995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23060.6
t494,22951.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22951.9
t495,22876.999999999996,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22877.0
t496,22923.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22923.6
t497,23486.899999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23486.9
t498,24614.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24614.8
t499,24727.600000000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24727.6
t500,24269.000000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24269.0
t501,23638.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23638.9
t502,22581.200000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22581.2
t503,21174.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21174.0
t504,19888.094433753082,0.0,-3.094433753083182,0.0,0.0,0.0,0.0,0.0,0.0,-19885.0
t505,19012.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19012.9
t506,18482.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18482.1
t507,18201.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18201.4
t508,18110.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18110.1
t509,18331.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18331.6
t510,19214.29455710591,0.0,-1.094557105911559,0.0,0.0,0.0,0.0,0.0,0.0,-19213.2
t511,20683.6,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20788.600000000002
t512,21803.699999999997,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21908.7
t513,22154.799999999996,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22259.8
t514,22267.16593634819,71.03406365181155,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22338.2
t515,22220.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22220.8
t516,21984.399999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21984.4
t517,21608.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21608.0
t518,21522.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21522.5
t519,21387.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21387.3
t520,21503.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21503.2
t521,22021.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22021.7
t522,23113.599999999995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23113.6
t523,23135.099999999995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23135.1
t524,22761.199999999997,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22761.2
t525,22081.799999999996,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22081.8
t526,21004.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21004.8
t527,19574.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19574.3
t528,18303.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18303.0
t529,17409.299999999996,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17409.3
t530,16902.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16902.6
t531,16628.13256869723,0.0,-36.832568697232496,0.0,0.0,0.0,0.0,0.0,0.0,-16591.3
t532,16531.6,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-16426.6
t533,16736.2,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-16631.2
t534,17603.8,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-17498.8
t535,19208.4,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-19103.4
t536,20232.00409092924,14.295909070757261,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20246.3
t537,20550.6,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20655.600000000002
t538,20817.5,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20922.5
t539,20961.6,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21066.6
t540,20952.493298537185,56.60670146281612,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21009.100000000002
t541,20833.999999999996,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20834.0
t542,20597.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20597.2
t543,20429.599999999995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20429.6
t544,20403.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20403.8
t545,20777.599999999995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20777.6
t546,21504.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21504.1
t547,21378.499999999996,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21378.5
t548,20924.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20924.9
t549,20213.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20213.4
t550,19199.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19199.0
t551,17909.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17909.2
t552,16571.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16571.0
t553,15669.099999999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15669.099999999999
t554,15112.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15112.7
t555,14743.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14743.3
t556,14657.600000000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14657.6
t557,14848.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14848.900000000001
t558,15744.221509799274,0.0,-29.42150979927412,0.0,0.0,0.0,0.0,0.0,0.0,-15714.8
t559,17455.4,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-17350.4
t560,18779.7,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-18674.7
t561,19224.3,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-19119.3
t562,19505.939860609513,0.0,-28.33986060951345,0.0,0.0,0.0,0.0,0.0,0.0,-19477.6
t563,19681.700000000004,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19786.7
t564,19789.299999999996,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19894.3
t565,19801.4,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19906.4
t566,19914.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19914.8
t567,19898.940843260425,0.0,-56.14084326042631,0.0,0.0,0.0,0.0,0.0,0.0,-19842.8
t568,19963.9,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-19858.9
